subject	world	path	squaretype	nodeName	availableChildName	nodeValue	chosen
S727474	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S727474	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S727474	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S727474	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S727474	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S727474	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S737098	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S737098	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S737098	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S737098	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S737098	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S737098	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S737098	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S737098	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S737098	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S737098	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S738760	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S738760	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S738760	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S738760	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S738760	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S738760	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S738760	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S738760	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S738760	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S738760	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S748157	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S748157	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S748157	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S748157	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S748157	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S748157	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S748157	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S748157	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	TRUE
S748157	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	FALSE
S748157	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S748157	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	N9747004	N8680754	19.0	TRUE
S748157	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	N9747004	N1647237	24.0	FALSE
S74893	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S74893	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S74893	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S74893	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S74893	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S74893	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S74893	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S74893	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	TRUE
S74893	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	FALSE
S74893	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S74893	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	N9747004	N8680754	19.0	TRUE
S74893	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	N9747004	N1647237	24.0	FALSE
S75262	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S75262	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S75262	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S75262	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S75262	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S75262	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S75262	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S75262	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S75262	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S75262	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S76694	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S76694	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S76694	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S76694	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S76694	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S76694	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S76694	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S76694	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S76694	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S76694	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S767416	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S767416	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S767416	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S767416	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S767416	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S767416	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S767416	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S767416	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S767416	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S767416	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S769114	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S769114	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S769114	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S769114	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S769114	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S769114	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S769114	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S769114	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S769114	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S769114	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S771420	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S771420	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S771420	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S771420	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S771420	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S771420	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(1,3);p(1,4);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S771420	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(1,3);p(1,4);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S771420	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(1,3);p(1,4);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S771420	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(1,3);p(1,4);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S771420	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(1,3);p(1,4);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S773407	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S773407	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S773407	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S773407	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S773407	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S773407	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S773407	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S773407	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S773407	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S773407	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S776069	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S776069	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S776069	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	TRUE
S776069	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	FALSE
S776069	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S776069	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S776069	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S776069	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S776069	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S781012	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S781012	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S781012	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	TRUE
S781012	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	FALSE
S781012	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S781012	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S781012	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S781012	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S781012	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S78642	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S78642	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S78642	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S78642	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S78642	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S78642	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S78642	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S78642	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	TRUE
S78642	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	FALSE
S78642	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S78642	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	N9747004	N8680754	19.0	TRUE
S78642	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	N9747004	N1647237	24.0	FALSE
S795207	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S795207	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S795207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S795207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S795207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S795207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S795207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S795207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	TRUE
S795207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	FALSE
S795207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S795207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	N9747004	N8680754	19.0	TRUE
S795207	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	N9747004	N1647237	24.0	FALSE
S818256	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S818256	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S818256	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S818256	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S818256	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S818256	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S818256	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S818256	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S818256	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S818256	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S826168	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S826168	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S826168	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S826168	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S826168	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S826168	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S826168	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S826168	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S826168	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S826168	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S852951	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S852951	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S852951	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S852951	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S852951	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
S852951	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N2272684	13.727272	TRUE
S852951	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	N6857034	N54623	16.454544	FALSE
S852951	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N4522484	16.166666	TRUE
S852951	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N9747004	16.833332	FALSE
S852951	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	N2272684	N1620555	22.166666	FALSE
S854503	library	p(0,0);	X	N1658372	N1133954	9.5	TRUE
S854503	library	p(0,0);p(1,0);	O	N1133954	N9553169	10.5	TRUE
S854503	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N7453865	11.666667	TRUE
S854503	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	N9553169	N6857034	12.066667	FALSE
S854503	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	N7453865	N4124525	12.461538	TRUE
